team,year,squad_size,squad_avg,squad_std,attack_avg,midfield_avg,defence_avg,bench_avg,bench_std,gk_rating
Spain,2017,25,84.96,0.39782743327561837,84.0,84.84615384615384,85.44444444444444,83.57142857142857,0.13725270326150324,90.0
Sudan,2017,1,53.0,,,,53.0,50.76609358765752,0.30754509822322046,53.0
Suriname,2017,14,66.5,0.8303977598479174,65.25,71.0,66.0,64.26609358765752,0.7964680945990669,69.0
Sweden,2017,25,76.36,0.7020921117156449,78.0,75.36363636363636,76.5,74.35714285714286,0.19909528496696088,76.5
Switzerland,2017,25,78.28,0.5642694391866351,76.0,77.42857142857143,80.11111111111111,76.42857142857143,0.13725270326150324,84.0
Syria,2017,3,71.33333333333333,2.3161265887513367,78.0,72.0,64.0,69.09942692099085,0.30754509822322046,64.0
São Tomé e Príncipe,2017,1,74.0,,74.0,,,71.76609358765752,0.30754509822322046,
Tajikistan,2017,1,61.0,,,,61.0,58.76609358765752,0.30754509822322046,61.0
Tanzania,2017,2,66.0,2.3161265887513367,66.0,,,63.76609358765752,0.30754509822322046,
Togo,2017,10,70.8,1.3316656236958784,69.0,71.66666666666667,70.0,68.56609358765752,0.30754509822322046,70.0
Trinidad and Tobago,2017,12,65.25,1.3264500356099724,61.0,70.0,64.42857142857143,63.01609358765752,0.30754509822322046,64.42857142857143
Tunisia,2017,25,70.28,0.8593020423576332,68.28571428571429,70.15384615384616,73.4,67.28571428571429,0.6150901964464408,73.4
Turkey,2017,25,78.96,0.41825032376954985,78.0,79.15384615384616,79.0,77.57142857142857,0.27163092514963244,81.0
Uganda,2017,7,61.42857142857143,2.021987975767823,59.5,64.0,64.0,59.19466501622895,0.30754509822322046,64.0
Ukraine,2017,25,75.28,0.6124268663821553,75.25,74.66666666666667,75.75,73.07142857142857,0.32249517782042164,80.0
United States,2017,25,75.44,0.4693257575146147,74.25,76.125,75.38461538461539,73.85714285714286,0.1428571428571429,81.0
Uruguay,2017,25,78.8,0.8717797887081348,79.71428571428571,77.125,79.5,76.07142857142857,0.2864002753829043,83.0
Uzbekistan,2017,3,74.0,2.3161265887513367,,72.0,78.0,71.76609358765752,0.30754509822322046,78.0
Venezuela,2017,25,72.44,0.7072953178599918,72.77777777777777,73.0,71.66666666666667,69.78571428571429,0.4708954694739742,72.0
Vietnam,2017,1,55.0,,,55.0,,52.76609358765752,0.30754509822322046,
Wales,2017,25,74.04,1.028720888612002,81.5,73.44444444444444,73.35714285714286,70.85714285714286,0.37588200827444107,75.0
Zambia,2017,4,68.75,2.212653007891959,64.0,69.5,72.0,66.51609358765752,0.30754509822322046,72.0
Zimbabwe,2017,8,67.25,1.997766610135285,63.75,70.75,,65.01609358765752,0.30754509822322046,
Afghanistan,2018,3,56.333333333333336,2.3161265887513367,,56.333333333333336,,54.09942692099085,0.30754509822322046,
Albania,2018,25,70.0,0.8717797887081348,67.0,70.0,72.25,67.07142857142857,0.7736333978202594,78.0
Algeria,2018,25,75.68,0.7761443164772901,76.0,76.54545454545455,74.25,72.78571428571429,0.4344830378784442,74.25
Angola,2018,15,68.26666666666667,1.5070206073943089,69.25,68.4,67.5,66.03276025432419,0.7964680945990669,53.0
Antigua and Barbuda,2018,5,58.8,1.9849433241279208,57.0,57.5,65.0,56.56609358765752,0.30754509822322046,65.0
Argentina,2018,25,83.48,0.658584340334124,86.57142857142857,82.33333333333333,82.22222222222223,81.57142857142857,0.34313175815375807,83.0
Armenia,2018,14,67.0,1.8985245861972935,65.5,69.0,62.0,64.76609358765752,0.7964680945990669,62.0
Australia,2018,25,72.6,0.44347115652166924,72.5,72.63636363636364,72.58333333333333,71.0,0.2567762955065478,77.0
Austria,2018,25,76.24,0.6305553108173781,75.0,76.0909090909091,77.11111111111111,74.07142857142857,0.2864002753829043,75.0
Azerbaijan,2018,7,64.28571428571429,1.5993195832139677,64.0,65.5,63.0,62.051807873371814,0.30754509822322046,63.0
Barbados,2018,1,65.0,,65.0,,,62.76609358765752,0.30754509822322046,
Belarus,2018,9,70.77777777777777,1.2777777777777777,,69.25,72.0,68.5438713654353,0.30754509822322046,71.0
Belgium,2018,25,82.64,0.7547184905645286,82.375,82.66666666666667,82.875,79.71428571428571,0.3695642136439612,89.0
Belize,2018,1,64.0,,,64.0,,61.76609358765752,0.30754509822322046,
Benin,2018,14,68.0,1.366796205778999,68.2,67.66666666666667,68.0,65.76609358765752,0.7964680945990669,68.0
Bermuda,2018,4,63.25,2.3161265887513367,66.0,63.0,58.0,61.01609358765752,0.30754509822322046,58.0
Bolivia,2018,25,65.64,0.6925315877272317,65.0,66.0,65.54545454545455,63.214285714285715,0.44695024465044497,68.0
Bosnia and Herzegovina,2018,25,75.6,0.8000000000000004,77.5,75.07692307692308,75.5,72.85714285714286,0.34541172847256507,82.0
Brazil,2018,25,84.12,0.49098540372058563,84.25,82.71428571428571,85.0,82.42857142857143,0.13725270326150324,83.0
Brunei Darussalam,2018,1,55.0,,,55.0,,52.76609358765752,0.30754509822322046,
Bulgaria,2018,25,69.64,0.4686149805543992,69.0,70.2,69.44444444444444,68.21428571428571,0.23855267413288364,74.0
Burkina Faso,2018,15,67.86666666666666,1.814929269687459,65.2,72.2,66.2,65.63276025432418,0.7964680945990669,66.0
Burundi,2018,1,64.0,,64.0,,,61.76609358765752,0.30754509822322046,
Cameroon,2018,25,75.24,0.6862458257310813,77.0,74.16666666666667,75.07142857142857,72.71428571428571,0.4620614514643656,80.0
Canada,2018,25,68.16,0.6599999999999999,67.83333333333333,69.88888888888889,66.8,66.28571428571429,0.16336339282767592,68.0
Cape Verde Islands,2018,22,69.27272727272727,1.1828167609416858,73.0,67.91666666666667,70.0,65.18181818181819,0.7964680945990669,63.0
Central African Republic,2018,4,67.0,2.041241452319315,61.0,68.5,70.0,64.76609358765752,0.30754509822322046,70.0
Chad,2018,2,68.0,2.3161265887513367,74.0,62.0,,65.76609358765752,0.30754509822322046,
Chile,2018,25,78.48,0.6785278181474951,76.66666666666667,79.84615384615384,77.11111111111111,76.5,0.1386750490563073,82.0
China PR,2018,25,68.4,0.9146948489341495,70.4,70.33333333333333,66.85714285714286,65.21428571428571,0.7964680945990669,74.0
Colombia,2018,25,78.48,0.5295280917949491,78.54545454545455,79.33333333333333,77.75,76.78571428571429,0.18689397089774673,79.0
Comoros,2018,9,68.33333333333333,0.9574271077563381,71.0,67.2,69.33333333333333,66.09942692099085,0.30754509822322046,70.0
Congo,2018,22,65.0909090909091,1.4171324789199902,62.625,65.14285714285714,67.85714285714286,59.72727272727273,0.7964680945990669,65.0
Congo DR,2018,25,73.0,0.5446711546122731,73.71428571428571,72.8,72.625,71.14285714285714,0.2745054065230065,72.625
Costa Rica,2018,25,71.32,0.9604165762834374,66.0,70.81818181818181,72.66666666666667,68.07142857142857,0.5493681256858858,85.0
Croatia,2018,25,79.48,0.8167414931706768,79.2,79.58333333333333,79.5,76.5,0.4888875013855325,85.0
Cuba,2018,2,73.0,2.3161265887513367,,73.0,,70.76609358765752,0.30754509822322046,
Curacao,2018,11,67.72727272727273,1.2727272727272727,65.0,69.0,68.5,65.49336631493026,0.30754509822322046,74.0
Cyprus,2018,11,62.45454545454545,2.11644485942233,59.5,63.666666666666664,62.833333333333336,60.220639042202976,0.30754509822322046,62.833333333333336
Czech Republic,2018,25,75.4,0.6164414002968974,75.66666666666667,74.9,75.75,73.28571428571429,0.12529400275814706,86.0
Côte d'Ivoire,2018,25,77.28,0.6096993794759291,76.42857142857143,77.9,77.25,75.07142857142857,0.22149059748072938,77.25
Denmark,2018,25,77.32,0.6524824390995769,76.8,77.18181818181819,77.77777777777777,75.07142857142857,0.2864002753829043,83.0
Dominican Republic,2018,2,74.5,1.4999999999999998,76.0,,73.0,72.26609358765752,0.30754509822322046,73.0
Ecuador,2018,25,73.0,0.6403124237432849,72.875,73.375,72.77777777777777,71.14285714285714,0.23103072573218286,73.0
Egypt,2018,25,71.12,0.7445804187594514,76.0,71.55555555555556,69.6923076923077,68.64285714285714,0.34141178863529636,73.0
El Salvador,2018,2,69.0,1.0,,69.0,,66.76609358765752,0.30754509822322046,
England,2018,25,81.76,0.28448784391135834,81.57142857142857,81.71428571428571,81.9090909090909,80.85714285714286,0.1771924779845835,82.0
Equatorial Guinea,2018,6,67.0,1.7320508075688772,70.0,63.0,68.66666666666667,64.76609358765752,0.30754509822322046,67.0
Eritrea,2018,1,71.0,,71.0,,,68.76609358765752,0.30754509822322046,
Estonia,2018,9,66.22222222222223,2.0533020680640366,,63.333333333333336,67.66666666666667,63.98831580987975,0.30754509822322046,67.66666666666667
Ethiopia,2018,2,65.5,1.4999999999999998,,65.5,,63.26609358765752,0.30754509822322046,
Faroe Islands,2018,6,60.833333333333336,2.315407331574968,63.5,58.666666666666664,62.0,58.59942692099085,0.30754509822322046,62.0
Fiji,2018,1,69.0,,69.0,,,66.76609358765752,0.30754509822322046,
Finland,2018,25,70.56,0.7507329751649385,68.75,71.33333333333333,70.58333333333333,68.0,0.44474958999666075,81.0
France,2018,25,84.24,0.3754108860080291,84.25,84.0,84.57142857142857,82.85714285714286,0.1771924779845835,88.0
Gabon,2018,12,70.5,2.0943647333651407,72.66666666666667,70.8,68.5,68.26609358765752,0.30754509822322046,66.0
Gambia,2018,16,65.6875,0.9562023408602734,64.75,65.0,69.33333333333333,63.45359358765752,0.5477225575051661,69.33333333333333
Georgia,2018,25,68.48,0.900222194794152,66.6,68.6,69.3,65.07142857142857,0.6330137726943403,73.0
Germany,2018,25,84.6,0.5537749241945383,83.5,85.28571428571429,84.57142857142857,82.71428571428571,0.2442429755043172,92.0
Ghana,2018,25,74.96,0.4881256668796127,75.83333333333333,74.53333333333333,75.25,73.35714285714286,0.4006470433875636,75.25
Gibraltar,2018,2,64.0,0.0,,64.0,64.0,61.76609358765752,0.30754509822322046,64.0
Greece,2018,25,76.16,0.7630639990634249,77.5,74.8,77.0,73.57142857142857,0.3267267856553517,82.0
Grenada,2018,1,64.0,,,,64.0,61.76609358765752,0.30754509822322046,64.0
Guam,2018,1,69.0,,,,69.0,66.76609358765752,0.30754509822322046,69.0
Guatemala,2018,1,72.0,,,,72.0,69.76609358765752,0.30754509822322046,72.0
Guinea,2018,25,68.76,1.3307641914829742,68.4,70.18181818181819,65.75,64.21428571428571,0.7964680945990669,65.75
Guinea Bissau,2018,16,65.875,1.7099585764963237,65.5,66.66666666666667,65.0,63.64109358765752,0.7964680945990669,65.0
Guyana,2018,5,61.6,1.16619037896906,,64.0,60.0,59.36609358765752,0.30754509822322046,60.0
Haiti,2018,14,63.285714285714285,1.685192692632799,60.5,61.6,67.2,61.0518078733718,0.7964680945990669,66.0
Honduras,2018,13,69.84615384615384,0.7913486852313315,71.5,67.75,70.2,67.61224743381136,0.7964680945990669,70.2
Hong Kong,2018,1,54.0,,,54.0,,51.76609358765752,0.30754509822322046,
Hungary,2018,25,71.56,0.5166559138666018,73.25,71.4,71.0909090909091,69.78571428571429,0.23855267413288364,76.0
Iceland,2018,25,70.8,0.6806859285554043,72.0,71.6,69.11111111111111,68.57142857142857,0.2911569516371817,67.0
India,2018,23,58.73913043478261,0.765401522941739,59.888888888888886,58.25,57.9,56.083333333333336,0.6903922176135926,64.0
Iran,2018,17,68.41176470588235,1.2977889101711886,70.71428571428571,65.33333333333333,67.42857142857143,66.17785829353987,0.7964680945990669,71.0
Iraq,2018,9,67.55555555555556,1.3240416986458874,66.0,69.5,66.0,65.32164914321308,0.30754509822322046,66.0
Israel,2018,12,71.16666666666667,1.1731422020635973,73.25,71.16666666666667,67.0,68.9327602543242,0.30754509822322046,65.0
Italy,2018,25,83.4,0.4932882862316249,82.42857142857143,83.0,84.4,81.78571428571429,0.1547266795640519,89.0
Jamaica,2018,25,68.72,0.7059745037889112,68.66666666666667,68.14285714285714,69.08333333333333,66.28571428571429,0.43763313740087645,73.0
Japan,2018,25,74.92,0.4963869458396343,75.125,75.6,73.71428571428571,73.28571428571429,0.24424297550431723,73.71428571428571
Kazakhstan,2018,3,66.0,1.1547005383792517,,66.0,66.0,63.76609358765752,0.30754509822322046,66.0
Kenya,2018,7,67.14285714285714,2.3161265887513367,64.0,77.0,62.666666666666664,64.90895073051466,0.30754509822322046,67.0
Korea DPR,2018,6,62.5,2.3161265887513367,63.0,60.0,,60.26609358765752,0.30754509822322046,
Korea Republic,2018,25,73.6,0.4509249752822897,74.0,74.18181818181819,72.9090909090909,72.35714285714286,0.13289435848843764,74.0
Kosovo,2018,25,68.6,0.7023769168568491,68.8,68.81818181818181,67.5,65.85714285714286,0.3609685210034471,72.0
Kuwait,2018,2,66.0,2.3161265887513367,,71.0,61.0,63.76609358765752,0.30754509822322046,61.0
Kyrgyzstan,2018,1,58.0,,58.0,,,55.76609358765752,0.30754509822322046,
Latvia,2018,7,67.42857142857143,1.6741329363092328,69.33333333333333,,66.0,65.19466501622895,0.30754509822322046,71.0
Lebanon,2018,5,62.6,2.3161265887513367,60.5,65.5,61.0,60.36609358765752,0.30754509822322046,61.0
Liberia,2018,2,64.0,2.3161265887513367,64.0,,,61.76609358765752,0.30754509822322046,
Libya,2018,2,67.5,2.3161265887513367,67.5,,,65.26609358765752,0.30754509822322046,
Liechtenstein,2018,3,64.66666666666667,2.3161265887513367,56.0,73.0,65.0,62.432760254324194,0.30754509822322046,65.0
Lithuania,2018,12,64.08333333333333,1.9324122675343305,68.0,63.25,63.333333333333336,61.84942692099085,0.30754509822322046,76.0
Luxembourg,2018,8,65.75,1.2921466082232531,,64.0,67.5,63.51609358765752,0.30754509822322046,67.0
Madagascar,2018,4,66.75,2.1360009363293826,72.0,65.0,,64.51609358765752,0.30754509822322046,
Mali,2018,25,71.28,0.47088569030427474,71.5,70.7,71.85714285714286,69.64285714285714,0.3866898529651189,74.0
Malta,2018,3,62.0,0.5773502691896258,,61.0,62.5,59.76609358765752,0.30754509822322046,62.5
Mauritania,2018,2,66.5,2.3161265887513367,,70.0,63.0,64.26609358765752,0.30754509822322046,63.0
Mauritius,2018,1,67.0,,,67.0,,64.76609358765752,0.30754509822322046,
Mexico,2018,25,77.92,0.41999999999999993,79.16666666666667,77.58333333333333,77.42857142857143,76.35714285714286,0.24822762633135206,79.0
Moldova,2018,6,69.66666666666667,2.3161265887513367,,70.33333333333333,69.0,67.4327602543242,0.30754509822322046,69.0
Montenegro,2018,25,68.28,1.178303865732435,71.16666666666667,67.5,67.27272727272727,64.42857142857143,0.7964680945990669,65.0
Montserrat,2018,4,64.5,1.5545631755148024,66.0,62.5,67.0,62.26609358765752,0.30754509822322046,67.0
Morocco,2018,25,76.24,0.614491659829489,75.33333333333333,76.10526315789474,78.0,74.14285714285714,0.37588200827444107,78.0
Mozambique,2018,3,72.33333333333333,2.3161265887513367,66.0,,75.5,70.09942692099085,0.30754509822322046,75.5
Namibia,2018,2,64.5,1.4999999999999998,,66.0,63.0,62.26609358765752,0.30754509822322046,63.0
Netherlands,2018,25,80.36,0.5287721626560915,79.5,81.5,79.63636363636364,78.42857142857143,0.20203050891044214,81.0
New Caledonia,2018,2,68.5,2.3161265887513367,,68.5,,66.26609358765752,0.30754509822322046,
New Zealand,2018,25,65.76,1.0104124570359043,67.0,63.0,65.84615384615384,62.285714285714285,0.5286159767387117,68.0
Niger,2018,3,68.66666666666667,2.3161265887513367,71.0,64.0,,66.4327602543242,0.30754509822322046,
Nigeria,2018,25,74.68,0.38609152628187327,74.18181818181819,74.18181818181819,78.33333333333333,73.5,0.1386750490563073,81.0
North Macedonia,2018,17,66.76470588235294,1.8038549646698356,68.83333333333333,63.75,66.71428571428571,64.53079947001046,0.7964680945990669,71.0
Northern Ireland,2018,25,70.2,0.7438637868140464,69.0,70.66666666666667,70.36363636363636,67.5,0.31008683647302115,70.0
Norway,2018,25,74.16,0.5022615520489964,74.5,74.11111111111111,74.08333333333333,72.5,0.1386750490563073,82.0
Oman,2018,1,73.0,,,,73.0,70.76609358765752,0.30754509822322046,73.0
Palestine,2018,3,64.66666666666667,2.3161265887513367,65.0,64.0,,62.432760254324194,0.30754509822322046,
Panama,2018,16,65.6875,0.9386104534541118,65.5,66.6,65.14285714285714,63.45359358765752,0.7964680945990669,65.14285714285714
Paraguay,2018,25,74.84,0.40282336906722105,75.14285714285714,75.18181818181819,74.0,73.35714285714286,0.1692628769313117,73.0
Peru,2018,25,69.84,0.8938307073116997,70.33333333333333,70.3,69.33333333333333,66.42857142857143,0.4884859510086344,74.0
Philippines,2018,3,61.666666666666664,2.3161265887513367,,,61.666666666666664,59.43276025432418,0.30754509822322046,68.0
Poland,2018,25,77.16,0.9195651146058118,82.66666666666667,75.88888888888889,76.76923076923077,74.07142857142857,0.384654629081036,82.0
Portugal,2018,25,82.16,0.6101365967278694,88.5,82.15384615384616,80.9,80.42857142857143,0.30945335912810373,83.0
Puerto Rico,2018,2,66.0,0.0,,,66.0,63.76609358765752,0.30754509822322046,66.0
Qatar,2018,6,64.33333333333333,1.021980647783726,63.0,64.0,65.5,62.09942692099085,0.30754509822322046,65.5
Republic of Ireland,2018,25,74.84,0.43081318457076023,75.5,75.18181818181819,74.41666666666667,73.42857142857143,0.17270586423628254,75.0
Romania,2018,25,73.08,0.5535341001239218,79.0,72.33333333333333,73.33333333333333,71.07142857142857,0.2450450892415138,77.0
Russia,2018,25,78.28,0.2800000000000001,78.75,78.375,78.07692307692308,77.28571428571429,0.24424297550431723,79.0
Saint Kitts and Nevis,2018,3,64.33333333333333,2.3161265887513367,57.0,70.0,66.0,62.09942692099085,0.30754509822322046,66.0
Saint Lucia,2018,1,62.0,,,,62.0,59.76609358765752,0.30754509822322046,62.0
San Marino,2018,1,54.0,,,,54.0,51.76609358765752,0.30754509822322046,54.0
Saudi Arabia,2018,25,72.28,0.3536476589299959,73.0,72.0,72.66666666666667,70.92857142857143,0.22149059748072936,73.0
Scotland,2018,25,74.4,0.2581988897471611,74.0,74.5,74.2,73.42857142857143,0.13725270326150324,74.0
Senegal,2018,25,77.16,0.6128621378417825,76.77777777777777,77.625,77.125,75.21428571428571,0.29979061243304916,77.125
Serbia,2018,25,78.08,0.44691535365584983,77.0,78.33333333333333,78.0,76.42857142857143,0.2276078590901976,78.0
Sierra Leone,2018,9,65.55555555555556,1.4824071182362593,66.83333333333333,58.0,65.5,63.32164914321308,0.30754509822322046,65.5
Slovakia,2018,25,72.4,0.9433981132056607,70.0,71.85714285714286,73.4,69.21428571428571,0.28086544877213304,71.0
Slovenia,2018,25,74.56,1.0361467077590893,72.42857142857143,74.42857142857143,76.0,71.07142857142857,0.39868307546531284,88.0
Somalia,2018,1,68.0,,,68.0,,65.76609358765752,0.30754509822322046,
South Africa,2018,25,72.36,0.43924177093411004,72.5,72.8,71.9090909090909,70.78571428571429,0.2385526741328836,77.0
Spain,2018,25,85.4,0.3872983346207418,84.5,85.45454545454545,85.7,84.0,0.14824986333222023,90.0
Sri Lanka,2018,1,60.0,,,60.0,,57.76609358765752,0.30754509822322046,
Sudan,2018,2,60.0,2.0,58.0,62.0,,57.76609358765752,0.30754509822322046,
Suriname,2018,3,69.33333333333333,0.6666666666666667,,68.0,70.0,67.09942692099085,0.30754509822322046,70.0
Swaziland,2018,1,63.0,,,63.0,,60.76609358765752,0.30754509822322046,
Sweden,2018,25,76.8,0.6708203932499367,79.2,76.0,76.44444444444444,74.64285714285714,0.19909528496696088,75.0
Switzerland,2018,25,77.88,0.5486954224947265,76.0,77.41666666666667,78.72727272727273,76.07142857142857,0.1951129769732385,84.0
Syria,2018,5,71.4,2.3161265887513367,76.5,68.0,,69.16609358765753,0.30754509822322046,
São Tomé e Príncipe,2018,1,64.0,,64.0,,,61.76609358765752,0.30754509822322046,
Tanzania,2018,2,67.5,2.3161265887513367,67.5,,,65.26609358765752,0.30754509822322046,
Thailand,2018,1,65.0,,65.0,,,62.76609358765752,0.30754509822322046,
Togo,2018,9,71.77777777777777,1.4021588293471072,71.5,72.16666666666667,70.0,69.5438713654353,0.30754509822322046,70.0
Trinidad and Tobago,2018,9,68.22222222222223,1.3310165056345489,68.5,71.0,66.0,65.98831580987975,0.30754509822322046,66.0
Tunisia,2018,25,69.92,0.7391887445030533,70.16666666666667,69.63636363636364,70.125,67.28571428571429,0.5181175927088476,70.125
Turkey,2018,25,77.96,0.4019950248448357,78.0,78.0,77.85714285714286,76.57142857142857,0.27163092514963244,79.0
Turkmenistan,2018,1,63.0,,,63.0,,60.76609358765752,0.30754509822322046,
Uganda,2018,4,62.75,2.3161265887513367,64.0,61.5,64.0,60.51609358765752,0.30754509822322046,64.0
Ukraine,2018,25,74.68,0.6473535870501271,76.0,74.0,74.64285714285714,72.42857142857143,0.4534881380651285,79.0
United States,2018,25,75.44,0.4044749683231338,75.5,75.91666666666667,74.9090909090909,74.0,0.2096569673443837,78.0
Uruguay,2018,25,78.84,0.8825719989515491,80.66666666666667,76.54545454545455,80.625,76.21428571428571,0.260569356074272,82.0
Uzbekistan,2018,5,68.4,2.3161265887513367,63.0,66.33333333333333,80.0,66.16609358765753,0.30754509822322046,80.0
Venezuela,2018,25,73.08,0.6296030495478877,75.2,72.25,72.75,70.85714285714286,0.5330519927751606,75.0
Vietnam,2018,1,61.0,,,61.0,,58.76609358765752,0.30754509822322046,
Wales,2018,25,73.88,0.9579839942991397,82.5,73.11111111111111,73.14285714285714,70.71428571428571,0.2657887169768752,74.0
Zambia,2018,6,64.5,2.3161265887513367,63.0,63.25,71.0,62.26609358765752,0.30754509822322046,71.0
Zimbabwe,2018,11,66.54545454545455,1.946388900519656,67.0,66.71428571428571,65.5,64.31154813311207,0.30754509822322046,65.5
Afghanistan,2019,3,60.666666666666664,1.4529663145135578,,59.5,63.0,58.43276025432418,0.30754509822322046,63.0
Albania,2019,25,69.8,0.8925618559330589,66.75,68.71428571428571,73.71428571428571,66.85714285714286,0.4303990335728822,80.0
Algeria,2019,25,75.8,0.8286535263104033,77.8,75.0,76.2,72.85714285714286,0.4671299188314787,76.2
Andorra,2019,1,62.0,,,,62.0,59.76609358765752,0.30754509822322046,62.0
Angola,2019,15,68.0,1.3592715135759477,65.8,68.25,69.66666666666667,65.76609358765752,0.7964680945990669,69.66666666666667
Antigua and Barbuda,2019,4,62.5,2.217355782608345,64.0,60.0,63.0,60.26609358765752,0.30754509822322046,63.0
Argentina,2019,25,83.12,0.7400900846068224,84.8,81.72727272727273,82.75,80.71428571428571,0.22060285604268937,81.0
Armenia,2019,8,69.375,2.3161265887513367,68.2,75.5,63.0,67.14109358765752,0.30754509822322046,63.0
Australia,2019,25,72.84,0.4643274706497559,70.0,73.3,72.92307692307692,71.28571428571429,0.2657887169768753,78.0
Austria,2019,25,77.04,0.5114684741017768,77.66666666666667,77.33333333333333,76.4,75.42857142857143,0.20203050891044214,75.0
Azerbaijan,2019,5,63.2,2.3161265887513367,66.0,60.5,63.0,60.966093587657525,0.30754509822322046,63.0
Bahrain,2019,1,54.0,,,54.0,,51.76609358765752,0.30754509822322046,
Barbados,2019,1,64.0,,64.0,,,61.76609358765752,0.30754509822322046,
Belarus,2019,4,70.0,2.1213203435596424,67.0,73.0,67.0,67.76609358765752,0.30754509822322046,67.0
Belgium,2019,25,82.8,0.8465616732800196,83.66666666666667,82.2,82.88888888888889,79.64285714285714,0.4398693969148447,90.0
Belize,2019,1,62.0,,,62.0,,59.76609358765752,0.30754509822322046,
Benin,2019,13,67.6923076923077,1.317459751657962,67.25,68.5,67.71428571428571,65.45840127996522,0.7964680945990669,67.0
Bermuda,2019,2,66.5,2.3161265887513367,70.0,63.0,,64.26609358765752,0.30754509822322046,
Bolivia,2019,24,65.54166666666667,0.992689157432992,65.75,64.44444444444444,66.36363636363636,62.61538461538461,0.7964680945990669,69.0
Bosnia and Herzegovina,2019,25,75.2,0.864098759787715,76.75,75.07692307692308,74.625,72.28571428571429,0.3385257538626233,79.0
Brazil,2019,25,85.48,0.42079290234825334,85.375,85.5,85.54545454545455,84.07142857142857,0.22149059748072938,86.0
Bulgaria,2019,25,67.6,0.8850612031567836,68.5,68.1,66.81818181818181,64.71428571428571,0.7964680945990669,74.0
Burkina Faso,2019,16,68.5,1.326021618727739,67.71428571428571,70.0,68.4,66.26609358765752,0.7071067811865476,66.0
Burundi,2019,2,57.5,2.3161265887513367,,57.5,,55.26609358765752,0.30754509822322046,
Cameroon,2019,25,75.28,0.5583308457656027,76.33333333333333,74.66666666666667,75.07692307692308,73.28571428571429,0.24424297550431723,78.0
Canada,2019,25,68.84,0.7016171795692197,70.6,70.1,66.7,66.28571428571429,0.16336339282767592,71.0
Cape Verde Islands,2019,21,70.42857142857143,1.1783188762595884,73.4,69.0,70.6,65.9,0.7964680945990669,70.6
Central African Republic,2019,3,66.66666666666667,2.3161265887513367,,69.0,65.5,64.4327602543242,0.30754509822322046,65.5
Chad,2019,2,70.0,2.3161265887513367,70.0,,,67.76609358765752,0.30754509822322046,
Chile,2019,25,77.04,0.6720119046564577,77.8,77.26666666666667,75.6,74.92857142857143,0.16456021024035097,79.0
China PR,2019,25,70.64,0.28213471959331765,71.0,71.0,70.25,69.71428571428571,0.19410463442478787,72.0
Colombia,2019,25,79.2,0.613731754650732,79.83333333333333,79.55555555555556,78.5,77.35714285714286,0.1692628769313117,78.0
Comoros,2019,7,66.85714285714286,1.4214106244380285,,67.0,66.5,64.62323644480038,0.30754509822322046,66.5
Congo,2019,22,64.4090909090909,1.1781912377369166,62.857142857142854,65.5,64.71428571428571,60.09090909090909,0.7964680945990669,65.0
Congo DR,2019,25,73.24,0.5546169849544819,73.375,72.5,74.14285714285714,71.42857142857143,0.34313175815375807,74.14285714285714
Costa Rica,2019,25,70.4,1.0535653752852743,69.6,69.0,71.28571428571429,66.85714285714286,0.5432618502992649,87.0
Croatia,2019,25,80.04,0.8092795149596542,79.33333333333333,80.81818181818181,79.5,77.21428571428571,0.4344830378784442,83.0
Cuba,2019,4,65.0,2.3161265887513367,61.0,76.0,61.5,62.76609358765752,0.30754509822322046,60.0
Curacao,2019,12,67.5,1.177439440635329,67.0,68.5,67.0,65.26609358765752,0.30754509822322046,74.0
Cyprus,2019,8,64.0,2.3161265887513367,60.0,62.0,66.0,61.76609358765752,0.30754509822322046,66.0
Czech Republic,2019,25,75.96,0.5049092327669729,75.25,75.5,76.46153846153847,74.21428571428571,0.260569356074272,82.0
Côte d'Ivoire,2019,25,76.88,0.5010655313096944,76.625,76.9090909090909,77.16666666666667,75.14285714285714,0.09705231721239393,77.16666666666667
Denmark,2019,25,77.52,0.676067057817985,76.5,78.0,77.7,75.35714285714286,0.1692628769313117,84.0
Dominican Republic,2019,3,73.0,2.3161265887513367,80.0,64.0,75.0,70.76609358765752,0.30754509822322046,75.0
Ecuador,2019,25,72.6,0.704745817062199,73.5,71.61538461538461,73.83333333333333,70.28571428571429,0.4500130819657861,74.0
Egypt,2019,25,72.12,0.8912911982062882,78.0,72.18181818181819,70.45454545454545,69.35714285714286,0.35714285714285715,73.0
El Salvador,2019,5,66.2,1.3928388277184118,68.0,66.66666666666667,63.0,63.966093587657525,0.30754509822322046,63.0
England,2019,25,81.72,0.4144072071445348,83.4,81.25,81.33333333333333,80.42857142857143,0.13725270326150324,83.0
Equatorial Guinea,2019,6,67.66666666666667,0.7149203529842405,67.0,66.66666666666667,69.5,65.4327602543242,0.30754509822322046,68.0
Eritrea,2019,1,71.0,,71.0,,,68.76609358765752,0.30754509822322046,
Estonia,2019,13,64.6923076923077,1.262804243029385,,63.0,65.44444444444444,62.458401279965216,0.7964680945990669,62.0
Ethiopia,2019,1,64.0,,,,64.0,61.76609358765752,0.30754509822322046,64.0
Faroe Islands,2019,6,60.333333333333336,2.2900752049756896,64.0,54.0,62.0,58.09942692099085,0.30754509822322046,62.0
Fiji,2019,1,72.0,,72.0,,,69.76609358765752,0.30754509822322046,
