scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-07-06 22:15:12 UTC,2023-11-21 06:45:00 UTC,"https://www.oddsportal.com/football/h2h/bangladesh-C4edrALb/lebanon-jHmbM6XM/#URjZmfhM",Bangladesh,Lebanon,World Championship 2026,1,1,"(0:0, 1:1)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '9.04', 'X': '4.58', '2': '1.37', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '11.00', 'X': '4.50', '2': '1.25', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '9.50', 'X': '4.50', '2': '1.33', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '10.00', 'X': '4.75', '2': '1.30', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '10.40', 'X': '4.51', '2': '1.33', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-06 22:15:13 UTC,2025-03-25 15:00:00 UTC,"https://www.oddsportal.com/football/h2h/cameroon-zk1uVG2D/libya-zm8nIuZl/#xfoB2RYI",Cameroon,Libya,World Championship 2026,3,1,"(1:0, 2:1)",Stade Ahmadou Ahidjo,Yaound,Cameroon,"[{'1': '1.37', 'X': '4.32', '2': '10.50', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.33', 'X': '4.33', '2': '11.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.38', 'X': '4.33', '2': '10.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.35', 'X': '4.50', '2': '12.50', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.38', 'X': '4.33', '2': '9.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.32', 'X': '4.44', '2': '10.96', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.40', 'X': '4.30', '2': '9.50', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}]"
2026-07-06 22:15:29 UTC,2025-09-09 12:00:00 UTC,"https://www.oddsportal.com/football/h2h/cameroon-zk1uVG2D/cape-verde-MocyWdm7/#jefZ6tQ4",Cape Verde,Cameroon,World Championship 2026,1,0,"(0:0, 1:0)",Estdio Nacional de Cabo Verde,Praia,Cape Verde,"[{'1': '3.10', 'X': '2.82', '2': '2.66', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.90', 'X': '2.80', '2': '2.80', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.84', 'X': '2.70', '2': '2.74', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '2.75', 'X': '2.65', '2': '2.80', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '2.80', 'X': '2.80', '2': '2.80', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.95', 'X': '2.67', '2': '2.82', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '2.75', 'X': '2.85', '2': '2.90', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '2.81', 'X': '2.61', '2': '2.76', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '2.90', 'X': '2.70', '2': '2.70', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '2.85', 'X': '2.75', '2': '2.75', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:15:33 UTC,2025-10-09 14:45:00 UTC,"https://www.oddsportal.com/football/h2h/malta-YHpMYsVG/netherlands-WYintcWb/#8x0Xe0DT",Malta,Netherlands,World Championship 2026,0,4,"(0:1, 0:3)",Ta'Qali National Stadium,Ta' Qali,Malta,"[{'1': '57.00', 'X': '22.00', '2': '1.03', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '41.00', 'X': '15.00', '2': '1.03', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '45.00', 'X': '14.00', '2': '1.04', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '40.00', 'X': '13.00', '2': '1.05', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '26.00', 'X': '12.00', '2': '1.03', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '50.88', 'X': '18.46', '2': '1.04', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '35.00', 'X': '14.00', '2': '1.05', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '41.00', 'X': '15.00', '2': '1.04', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '45.00', 'X': '14.00', '2': '1.04', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '41.00', 'X': '14.00', '2': '1.06', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '40.00', 'X': '14.00', '2': '1.05', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:15:31 UTC,2024-06-11 12:00:00 UTC,"https://www.oddsportal.com/football/h2h/bangladesh-C4edrALb/lebanon-jHmbM6XM/#MPVDtCpd",Lebanon,Bangladesh,World Championship 2026,4,0,"(2:0, 2:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '1.30', 'X': '5.21', '2': '10.60', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.25', 'X': '4.33', '2': '12.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.25', '2': '11.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.29', 'X': '4.50', '2': '13.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-06 22:15:49 UTC,2024-06-10 12:00:00 UTC,"https://www.oddsportal.com/football/h2h/egypt-bejDn7NN/guinea-bissau-0rJs9H8F/#UmOwGpji",Guinea Bissau,Egypt,World Championship 2026,1,1,"(1:0, 0:1)",Cairo International Stadium,Cairo,Egypt,"[{'1': '5.95', 'X': '3.39', '2': '1.68', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.50', '2': '1.62', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.40', '2': '1.70', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.25', 'X': '3.30', '2': '1.70', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-06 22:15:51 UTC,2023-11-16 08:00:00 UTC,"https://www.oddsportal.com/football/h2h/burundi-IeBFvsBE/gambia-hADVg0uE/#Yu3hxPL6",Burundi,Gambia,World Championship 2026,3,2,"(2:1, 1:1)",Nyayo National Stadium,Nairobi,Kenya,"[{'1': '4.81', 'X': '2.94', '2': '1.96', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.33', 'X': '2.88', '2': '2.05', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.40', 'X': '3.10', '2': '2.30', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.20', 'X': '2.80', '2': '2.05', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.70', 'X': '2.79', '2': '2.12', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-06 22:15:52 UTC,2026-06-23 19:00:00 UTC,"https://www.oddsportal.com/football/h2h/croatia-K8aznggo/panama-OWKqbCfi/#CSkWyxM6",Panama,Croatia,World Championship 2026,0,1,"(0:0, 0:1)",BMO Field,"Toronto, ON",Canada,"[{'1': '8.16', 'X': '4.71', '2': '1.44', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '7.00', 'X': '4.20', '2': '1.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.60', '2': '1.42', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.42', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '7.90', 'X': '4.60', '2': '1.42', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.50', '2': '1.43', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '7.90', 'X': '4.55', '2': '1.46', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '7.90', 'X': '4.60', '2': '1.41', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}, {'1': '7.75', 'X': '4.60', '2': '1.47', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '7.90', 'X': '4.60', '2': '1.42', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.42', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '7.25', 'X': '4.35', '2': '1.39', 'bookmaker_name': 'Shuffle', 'period': 'FullTime'}, {'1': '7.75', 'X': '4.50', '2': '1.42', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '7.40', 'X': '4.70', '2': '1.40', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:16:10 UTC,2025-09-04 15:00:00 UTC,"https://www.oddsportal.com/football/h2h/cameroon-zk1uVG2D/eswatini-xW0C2Y47/#dYfV7MAb",Cameroon,Eswatini,World Championship 2026,3,0,"(3:0, 0:0)",Stade Ahmadou Ahidjo,Yaound,Cameroon,"[{'1': '1.20', 'X': '6.48', '2': '16.10', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.18', 'X': '5.50', '2': '13.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.20', 'X': '5.60', '2': '14.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.16', 'X': '5.40', '2': '18.00', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.18', 'X': '6.00', '2': '17.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.15', 'X': '6.39', '2': '19.40', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.18', 'X': '7.00', '2': '16.00', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.19', 'X': '5.50', '2': '13.00', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.19', 'X': '5.60', '2': '14.00', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.18', 'X': '5.80', '2': '17.00', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:16:11 UTC,2023-11-21 11:00:00 UTC,"https://www.oddsportal.com/football/h2h/comoros-QLUC9wv3/ghana-nNBjHale/#jBfNjwgj",Comoros,Ghana,World Championship 2026,1,0,"(1:0, 0:0)",Accra Sports Stadium,Accra,Ghana,"[{'1': '4.30', 'X': '3.22', '2': '1.94', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.20', '2': '2.05', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.20', '2': '2.05', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.10', '2': '2.05', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.59', 'X': '3.00', '2': '2.05', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-06 22:16:12 UTC,2025-10-13 14:45:00 UTC,"https://www.oddsportal.com/football/h2h/slovenia-tfMf3PoO/switzerland-rHJ2vy1B/#lACQUr3d",Slovenia,Switzerland,World Championship 2026,0,0,"(0:0, 0:0)",,,,"[{'1': '4.84', 'X': '3.46', '2': '1.87', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.40', '2': '1.83', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.90', 'X': '3.45', '2': '1.78', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '4.90', 'X': '3.40', '2': '1.81', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '4.33', 'X': '3.25', '2': '1.78', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '5.07', 'X': '3.42', '2': '1.82', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.60', '2': '1.90', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '5.00', 'X': '3.45', '2': '1.81', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '4.80', 'X': '3.45', '2': '1.80', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.40', '2': '1.80', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '4.80', 'X': '3.40', '2': '1.79', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:16:31 UTC,2026-06-18 12:00:00 UTC,"https://www.oddsportal.com/football/h2h/czech-republic-6LHwBDGU/south-africa-W2ijYvlr/#8nrACRTs",Czech Republic,South Africa,World Championship 2026,1,1,"(1:0, 0:1)",Mercedes-Benz Stadium,"Atlanta, GA",USA,"[{'1': '1.86', 'X': '3.61', '2': '4.61', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.83', 'X': '3.30', '2': '4.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.50', '2': '4.20', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.88', 'X': '3.50', '2': '4.30', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.89', 'X': '3.40', '2': '4.40', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.40', '2': '4.20', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.93', 'X': '3.35', '2': '4.50', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.82', 'X': '3.52', '2': '4.50', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.50', '2': '4.50', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.89', 'X': '3.40', '2': '4.40', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.89', 'X': '3.60', '2': '4.10', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.81', 'X': '3.34', '2': '4.28', 'bookmaker_name': 'Shuffle', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.40', '2': '4.33', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '1.86', 'X': '3.45', '2': '4.40', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:16:32 UTC,2025-03-23 09:00:00 UTC,"https://www.oddsportal.com/football/h2h/eswatini-xW0C2Y47/mauritius-tpBfGJ31/#Or3IAOQu",Eswatini,Mauritius,World Championship 2026,3,3,"(2:0, 1:3)",Mbombela Stadium,Mbombela,South Africa,"[{'1': '1.94', 'X': '3.20', '2': '4.33', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.00', '2': '3.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.91', 'X': '3.20', '2': '4.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.25', '2': '4.70', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.91', 'X': '2.90', '2': '4.00', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '2.00', 'X': '3.10', '2': '4.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.13', '2': '4.47', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.40', '2': '4.60', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}]"
2026-07-06 22:16:32 UTC,2024-10-15 08:00:00 UTC,"https://www.oddsportal.com/football/h2h/china-f5AvIXD3/indonesia-88ErHiT9/#b785TphD",China,Indonesia,World Championship 2026,2,1,"(2:0, 0:1)",Bung Karno Stadium,Jakarta,Indonesia,"[{'1': '2.48', 'X': '3.23', '2': '2.90', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.38', 'X': '3.00', '2': '2.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.25', '2': '2.90', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.38', 'X': '3.25', '2': '2.90', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-06 22:16:54 UTC,2024-06-11 09:00:00 UTC,"https://www.oddsportal.com/football/h2h/madagascar-88OzY9OB/mali-jVn5lThB/#hzuMBvVF",Madagascar,Mali,World Championship 2026,0,0,"(0:0, 0:0)",Stade du 26 Mars,Bamako,Mali,"[{'1': '5.38', 'X': '3.23', '2': '1.78', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.25', '2': '1.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.20', '2': '1.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.20', '2': '1.80', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-06 22:16:55 UTC,2023-11-16 09:00:00 UTC,"https://www.oddsportal.com/football/h2h/turkmenistan-SUftDSK5/uzbekistan-EZYKKRMc/#MD3LGzzo",Turkmenistan,Uzbekistan,World Championship 2026,1,3,"(1:0, 0:3)",,,,"[{'1': '7.80', 'X': '4.25', '2': '1.44', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '6.50', 'X': '3.80', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.33', '2': '1.45', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '7.00', 'X': '4.00', '2': '1.45', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '7.22', 'X': '4.14', '2': '1.45', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-06 22:17:08 UTC,2024-11-14 11:00:00 UTC,"https://www.oddsportal.com/football/h2h/oman-EDZck0CK/palestine-raIKZdDJ/#hhSe4I1m",Oman,Palestine,World Championship 2026,1,0,"(0:0, 1:0)",King Saud University Stadium,Riyadh,Saudi Arabia,"[{'1': '1.84', 'X': '3.11', '2': '5.20', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.00', '2': '4.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.10', '2': '5.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.10', '2': '4.75', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-06 22:17:16 UTC,2025-03-25 14:15:00 UTC,"https://www.oddsportal.com/football/h2h/north-korea-bwsf2p7T/united-arab-emirates-Knrj3QiN/#pQBkWXk4",North Korea,United Arab Emirates,World Championship 2026,1,2,"(1:1, 0:1)",Prince Faisal bin Fahd Stadium,Riyadh,Saudi Arabia,"[{'1': '4.95', 'X': '3.30', '2': '1.83', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.33', 'X': '3.25', '2': '1.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.30', '2': '1.85', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.60', 'X': '3.35', '2': '1.86', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '4.33', 'X': '3.40', '2': '1.83', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.78', 'X': '3.43', '2': '1.84', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.50', '2': '1.82', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}]"
2026-07-06 22:17:17 UTC,2025-03-25 15:00:00 UTC,"https://www.oddsportal.com/football/h2h/south-sudan-bBswuetq/sudan-OGhP26xH/#vuFVU71C",Sudan,South Sudan,World Championship 2026,1,1,"(0:0, 1:1)",Martyrs of February Stadium,Benghazi,Libya,"[{'1': '1.34', 'X': '4.33', '2': '13.00', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.30', 'X': '4.50', '2': '12.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.33', 'X': '4.33', '2': '13.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.30', 'X': '4.60', '2': '15.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.33', 'X': '4.50', '2': '10.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.30', 'X': '4.45', '2': '9.75', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.33', 'X': '4.70', '2': '12.00', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}]"
2026-07-06 22:17:38 UTC,2025-06-09 10:00:00 UTC,"https://www.oddsportal.com/football/h2h/kazakhstan-l6fBVhqk/north-macedonia-GrTQ3oHB/#8U9H5NAO",Kazakhstan,North Macedonia,World Championship 2026,0,1,"(0:1, 0:0)",National Arena Toshe Proeski,Skopje,North Macedonia,"[{'1': '4.55', 'X': '3.32', '2': '1.97', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.10', 'X': '3.25', '2': '1.95', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.25', '2': '1.97', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.25', '2': '2.03', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.10', '2': '1.95', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.26', 'X': '3.27', '2': '2.02', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.30', '2': '2.15', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.25', '2': '1.97', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '3.95', 'X': '3.25', '2': '2.00', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:17:43 UTC,2025-06-07 19:00:00 UTC,"https://www.oddsportal.com/football/h2h/bahamas-zcP861Rj/costa-rica-C4ePE2kq/#0A7zYs2D",Bahamas,Costa Rica,World Championship 2026,0,8,"(0:3, 0:5)",BFA National Development Center,Nassau,Bahamas,"[{'1': '36.00', 'X': '19.00', '2': '1.01', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '67.00', 'X': '34.00', '2': '1.01', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '60.00', 'X': '24.00', '2': '-', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '40.00', 'X': '20.00', '2': '1.01', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '51.00', 'X': '19.00', '2': '1.03', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '28.09', 'X': '14.54', '2': '1.01', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '40.00', 'X': '18.00', '2': '1.01', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '60.00', 'X': '24.00', '2': '-', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '28.00', 'X': '15.00', '2': '1.01', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:17:59 UTC,2026-07-02 15:00:00 UTC,"https://www.oddsportal.com/football/h2h/austria-naHiWdnt/spain-bLyo6mco/#jJucpA84",Spain,Austria,World Championship 2026,3,0,"(1:0, 2:0)",SoFi Stadium,"Inglewood, CA",USA,"[{'1': '1.35', 'X': '5.09', '2': '10.80', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.30', 'X': '4.75', '2': '9.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.00', '2': '10.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.00', '2': '10.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.35', 'X': '4.90', '2': '9.50', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.00', '2': '9.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.05', '2': '9.90', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.32', 'X': '4.98', '2': '10.50', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.30', '2': '10.50', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.35', 'X': '4.90', '2': '9.50', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.00', '2': '10.00', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.26', 'X': '5.13', '2': '9.88', 'bookmaker_name': 'Shuffle', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.25', '2': '8.50', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '1.34', 'X': '5.00', '2': '9.00', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-06 22:18:04 UTC,2025-11-17 14:45:00 UTC,"https://www.oddsportal.com/football/h2h/luxembourg-2cnFSaNj/northern-ireland-lQADNSWu/#UNYVAlCN",Northern Ireland,Luxembourg,World Championship 2026,1,0,"(1:0, 0:0)",Windsor Park,Belfast,Northern Ireland,"[{'1': '1.91', 'X': '3.18', '2': '5.18', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.85', 'X': '2.90', '2': '4.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.91', 'X': '3.10', '2': '4.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.10', '2': '4.90', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.89', 'X': '3.15', '2': '4.90', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.88', 'X': '2.90', '2': '4.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.09', '2': '5.15', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.35', '2': '4.70', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.94', 'X': '3.13', '2': '4.70', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.15', '2': '4.90', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.10', '2': '4.75', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.15', '2': '4.80', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
